0,1738947977.656088,1738947992.4734676,1738948007.467242,1738948022.5841496,1738948037.585778,1738948052.5240571,1738948067.5249581,1738948082.5225694,1738948097.5068536,1738948112.538719,1738948127.580118,
0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,
0,0,0,0,0,0,0,1,1,1,1,1,
